Agent Name,Agent Company,Price,Address Line 1,Address Line 2,Bedrooms,Bathrooms,Parking,Floor Space
Conny Yang,Waterdale Property Agent Pty Ltd,$550 per Week,"1815/65 Dudley Street,",WEST MELBOURNE VIC 3003,1 Bed,1 Bath,− Parking,N/A
Preet Sandhu,BigginScott Richmond,$775 weekly,"501/422-428 Collins Street,",MELBOURNE VIC 3004,2 Beds,1 Bath,1 Parking,N/A
Gloria Ye,AZeta Real Estate,$760/w FURNISHED,"3207/80 A'Beckett Street,",MELBOURNE VIC 3000,2 Beds,1 Bath,− Parking,N/A
Kate Humphreys,Marshall White Stonnington,$575.00,"1/68 Finch Street,",MALVERN EAST VIC 3145,2 Beds,1 Bath,1 Parking,N/A
Melissa Fredman,Wilson Glen Eira PTY LTD,$660 per week,"G03/126 Carlisle Street,",ST KILDA EAST VIC 3183,2 Beds,1 Bath,1 Parking,N/A
Preet Sandhu,BigginScott Richmond,$625 weekly,"7/200 Brighton Street,",RICHMOND VIC 3121,2 Beds,1 Bath,1 Parking,N/A
Certainty  Property Vic,Certainty Property,$250,"17 Oakhill Terrace,",CHURCHILL VIC 3842,1 Bed,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chris Bai,Motion Property,$500 per week,"701/61 Haig Street,",SOUTHBANK VIC 3006,1 Bed,1 Bath,− Parking,N/A
Jemma Wilksch,Chisholm & Gamon Elwood,$795 weekly,"1/119 Tennyson St,",ELWOOD VIC 3184,2 Beds,1 Bath,1 Parking,N/A
Kavinda Kudage Don,Linage,$650 pw ($2824 pcm),"8/109 Ross Street,",PORT MELBOURNE VIC 3207,2 Beds,1 Bath,1 Parking,N/A
Monique Wood,Buxton Oakleigh,$680.00,"115 Rosebank Avenue,",CLAYTON SOUTH VIC 3169,3 Beds,2 Baths,2 Parking,N/A
Ysabella Dimitrakopoulos,BigginScott Richmond,$565 weekly,"9 Longfield Street,",RICHMOND VIC 3121,2 Beds,1 Bath,− Parking,N/A
Kim Te,Motion Property,$480 per week,"207B/150 Keilor Road,",ESSENDON NORTH VIC 3041,1 Bed,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jayde Cashion,Jellis Craig Fitzroy,$480.00,"603/7 King Street,",PRAHRAN VIC 3181,1 Bed,1 Bath,1 Parking,N/A
Vanessa Dell'Arciprete,Bekdon Richards,$520 weekly,"15/37 George St,",EAST MELBOURNE VIC 3002,1 Bed,1 Bath,− Parking,N/A
Chrissy Koumis,Wilson Glen Eira PTY LTD,$710 per week,"5/235 Dandenong Road,",PRAHRAN VIC 3181,2 Beds,2 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shakira Jaisingh-Fluitsma,Chisholm & Gamon Elwood,$585 weekly,"104/86 Truganini Road,",CARNEGIE VIC 3163,2 Beds,2 Baths,2 Parking,N/A
Mikaele Horsnell,Harcourts Melbourne City,$575 per week,"2/9 Acheron Avenue,",CAMBERWELL VIC 3124,2 Beds,1 Bath,1 Parking,N/A
Daniel Hamilton,McGrath,$975 pw,"20 Patrick Close,",GREENSBOROUGH VIC 3088,5 Beds,3 Baths,2 Parking,N/A
Daniel Hamilton,McGrath,$750 pw,"121 Herbert Street,",NORTHCOTE VIC 3070,3 Beds,2 Baths,1 Parking,N/A
Leasing Concierge,Gary Peer,$600 weekly,"9/11 Balaclava Rd,",ST KILDA EAST VIC 3183,3 Beds,1 Bath,1 Parking,N/A
Danielle Crumblehulme,Marshall White Stonnington,$710.00,"4/732 Orrong Road,",TOORAK VIC 3142,2 Beds,1 Bath,1 Parking,N/A
Steven Biggins,RT Edgar Glen Eira,$785.00,"4/22 Victoria Street,",ELSTERNWICK VIC 3185,3 Beds,1 Bath,1 Parking,N/A
Samantha Lee,Gary Peer,$650 weekly,"101/14 Laurel St,",BENTLEIGH EAST VIC 3165,2 Beds,2 Baths,1 Parking,N/A
Adele Curcio,Thomson,$440 per week,"860 High Street,",ARMADALE VIC 3143,1 Bed,1 Bath,1 Parking,N/A
Melanie Jones,Jellis Craig Inner West,$525.00,"117/29 Waterline Place,",WILLIAMSTOWN VIC 3016,1 Bed,1 Bath,1 Parking,N/A
Kim Te,Motion Property,$500 per week,"909/6 Joseph Road,",FOOTSCRAY VIC 3011,1 Bed,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kim Te,Motion Property,$480 per week,"104A/2A Duffy Street,",ESSENDON NORTH VIC 3041,1 Bed,1 Bath,1 Parking,N/A
Mary Corso,Victoria Real Estate Agency Pty Ltd,$600 PER WEEK,"208/16 Pentridge Boulevard,",COBURG VIC 3058,2 Beds,2 Baths,1 Parking,N/A
Emma Watkinson,Thomson,$750 per week,"4/372 Orrong Road,",CAULFIELD NORTH VIC 3161,2 Beds,1 Bath,− Parking,N/A
Kim Te,Motion Property,$520 per week,"32 Charleston Road,",DEANSIDE VIC 3336,4 Beds,2 Baths,2 Parking,N/A
Lachlan Hardiman,Gary Peer,$350 weekly,"7/66 Lillimur Road,",ORMOND VIC 3204,1 Bed,1 Bath,1 Parking,N/A
Andrea Picone,Dingle Partners,$650 pw,"2407/250 City Road,",SOUTHBANK VIC 3006,2 Beds,1 Bath,− Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Evelyne Surja,Kay & Burton Stonnington,$700 Per Week,"203/8 Carroll Street,",RICHMOND VIC 3121,2 Beds,2 Baths,1 Parking,N/A
Andrea Picone,Dingle Partners,$650 pw,"2704/250 City Road,",SOUTHBANK VIC 3006,2 Beds,1 Bath,1 Parking,N/A
Tara Stewart,Buxton Real Estate Brighton,"$1,650.00","2 Wallace Grove,",BRIGHTON VIC 3186,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Susan Holly,Holly and Williams,$850 per week,"1/39 Leopold Street,",BURWOOD VIC 3125,3 Beds,2 Baths,2 Parking,N/A
Nikki Baglieri,Wilson Glen Eira PTY LTD,$450 per week,"1/112 Westbury Street,",ST KILDA EAST VIC 3183,2 Beds,1 Bath,− Parking,N/A
Molly Rogerson,Hodges Real Estate Sandringham,$560.00,"3/119 Mcdonald Street,",MORDIALLOC VIC 3195,2 Beds,1 Bath,1 Parking,N/A
Jade Sterland,Jellis Craig Port Phillip Pty Ltd,$1550.00 per week,"34 Addison Street,",ELWOOD VIC 3184,4 Beds,3 Baths,2 Parking,N/A
Hannah Zadeh,McGrath St Kilda,$585 pw,"6/18 Marine Parade,",ST KILDA VIC 3182,2 Beds,1 Bath,− Parking,N/A
Joanne Pearson,McGrath St Kilda,$595 pw,"10/340A Dandenong Road,",ST KILDA EAST VIC 3183,2 Beds,1 Bath,1 Parking,N/A
Jayde Cashion,Jellis Craig Fitzroy,"$1,450.00","73 Budd Street,",COLLINGWOOD VIC 3066,3 Beds,2 Baths,1 Parking,N/A
Oscar Sturm,Jellis Craig & Company Pty Ltd,$800.00,"46 Clifton Avenue,",CLIFTON HILL VIC 3068,2 Beds,1 Bath,1 Parking,N/A
Kim Te,Motion Property,$450 per week,"2704/288 Spencer Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,N/A
Jack Alexander,Marshall White Port Phillip,$600.00,"3/391 Graham Street,",PORT MELBOURNE VIC 3207,2 Beds,2 Baths,− Parking,N/A
Thea Toogood,Jellis Craig & Company Pty Ltd,$985.00,"8/358 Beaconsfield Parade,",ST KILDA WEST VIC 3182,2 Beds,2 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sophie Dumas,Kay & Burton Stonnington,$550 Per Week,"10/4 Victoria Street,",WINDSOR VIC 3181,1 Bed,1 Bath,1 Parking,N/A
Ysabella Dimitrakopoulos,BigginScott Richmond,$575 weekly,"5/137 Coppin St,",RICHMOND VIC 3121,2 Beds,1 Bath,1 Parking,N/A
Shakira Jaisingh-Fluitsma,Chisholm & Gamon Elwood,$530 weekly,"2/1 Robert Street,",ELWOOD VIC 3184,2 Beds,1 Bath,1 Parking,N/A
Stephanie Pascoe,Hodges Real Estate Sandringham,$800.00,"3/122 Beach Road,",SANDRINGHAM VIC 3191,2 Beds,2 Baths,1 Parking,N/A
Paul Tunney,Woodards South Yarra,$475 pw,"11/8 Cardigan Street,",ST KILDA EAST VIC 3183,1 Bed,1 Bath,− Parking,N/A
Ysabella Dimitrakopoulos,BigginScott Richmond,$760 weekly,"68 Bunting St,",RICHMOND VIC 3121,2 Beds,1 Bath,− Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tom Koller,Biggin & Scott Stonnington,$580 Per week,"3/93 Mathoura Road,",TOORAK VIC 3142,2 Beds,1 Bath,1 Parking,N/A
Louise Reid,Biggin Scott Elsternwick,$725 per week,"4/10 Elm Avenue,",ELSTERNWICK VIC 3185,3 Beds,1 Bath,1 Parking,N/A
Tom Koller,Biggin & Scott Stonnington,$650 Per Week,"2/70 Williams Road,",PRAHRAN VIC 3181,2 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Danielle Boyd,Life Property Management,$750,"403/8 Bowen Crescent,",MELBOURNE VIC 3004,2 Beds,2 Baths,1 Parking,N/A
Preet Sandhu,BigginScott Richmond,$470 weekly,"3/52 Baker St,",RICHMOND VIC 3121,2 Beds,1 Bath,1 Parking,N/A
Ismaeel Hussain,Samma Real Estate,$800 per week,"2817s/220 Spencer Street,",MELBOURNE VIC 3000,2 Beds,2 Baths,1 Parking,N/A
Ysabella Dimitrakopoulos,BigginScott Richmond,"$1,600 weekly","60 York Street,",RICHMOND VIC 3121,3 Beds,3 Baths,2 Parking,N/A
Artem Chereshkov,McGrath St Kilda,$500 pw,"27/9 Meadow Street,",ST KILDA EAST VIC 3183,2 Beds,1 Bath,1 Parking,N/A
Georgie Sinclair,Real Property Agent Melbourne,LEASED,"8/15 Wrexham Rd,",WINDSOR VIC 3181,2 Beds,1 Bath,1 Parking,N/A
Samantha Keyse,Kay & Burton Flinders,$945 Per Week,"14 Arthurs Avenue,",MCCRAE VIC 3938,4 Beds,2 Baths,3 Parking,N/A
Kim Te,Motion Property,$600 per week,"207/5 Olive York Way,",BRUNSWICK WEST VIC 3055,2 Beds,2 Baths,1 Parking,N/A
Ben McDonald,Buxton Real Estate Brighton,"$1,050.00","16 Margaret Street,",BRIGHTON EAST VIC 3187,4 Beds,2 Baths,− Parking,N/A
Andrew D'Aprano,NICOLE GERVASI PROPERTY GROUP,$500 per week,"313/8 Webb Road,",AIRPORT WEST VIC 3042,2 Beds,1 Bath,1 Parking,N/A
Chris Bai,Motion Property,$540 per week,"64 Barkers Crescent,",MICKLEHAM VIC 3064,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chris Bai,Motion Property,$630 per week,"517/14 David Street,",RICHMOND VIC 3121,2 Beds,1 Bath,1 Parking,N/A
Dylan Archer,Kay & Burton Boroondara,$470 Per Week,"503/123 Bridge Road,",RICHMOND VIC 3121,1 Bed,1 Bath,− Parking,N/A
Bradley Small,Beck & Small Property,$590.00,"297A Glen Huntly Road,",ELSTERNWICK VIC 3185,2 Beds,1 Bath,− Parking,N/A
Kristian Williams,Fletchers Canterbury,$580 weekly,"6 Strahan Place,",SOUTH MORANG VIC 3752,4 Beds,2 Baths,2 Parking,N/A
Abir Ayadi,Dingle Partners,$530 pw,"95 Tower Street,",THORNHILL PARK VIC 3335,5 Beds,3 Baths,2 Parking,N/A
Janelle De Iesi,McGrath Northcote,$950 per week,"5/8 Strettle Street,",THORNBURY VIC 3071,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,"$3,563.00","305/300 Plummer St,",PORT MELBOURNE VIC 3207,2 Beds,2 Baths,1 Parking,N/A
Hannah Zadeh,McGrath St Kilda,$575 pw,"9/340A Dandenong Road,",ST KILDA EAST VIC 3183,2 Beds,1 Bath,1 Parking,N/A
Robert  Silverman,Gary Peer,$370 weekly,"8/308 Grange Road,",ORMOND VIC 3204,1 Bed,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kim Te,Motion Property,$475 per week,"317/11 Urquhart Street,",COBURG VIC 3058,1 Bed,1 Bath,1 Parking,N/A
Abir Ayadi,Dingle Partners,$480 pw,"104/34 Princeton Terrace,",BUNDOORA VIC 3083,2 Beds,1 Bath,1 Parking,N/A
Jasmine Palioportas,Buxton Oakleigh,$820.00,"3 Jackson Green Boulevard,",CLAYTON SOUTH VIC 3169,4 Beds,2 Baths,3 Parking,N/A
Leasing Team,Besser & Co. Estate Agents,$450 per week,"1401/52 Park Street,",SOUTH MELBOURNE VIC 3205,1 Bed,1 Bath,− Parking,N/A
Leasing Team,Besser & Co. Estate Agents,$740 per week,"6/34 Pine Avenue,",ELWOOD VIC 3184,2 Beds,1 Bath,1 Parking,N/A
Leasing Team,Besser & Co. Estate Agents,$525 Per Week,"17/594 Inkerman Road,",CAULFIELD NORTH VIC 3161,2 Beds,1 Bath,1 Parking,N/A
JORDAN PALMA,Ray White CRE,"$1,350 per week","24/322 Albert Street,",EAST MELBOURNE VIC 3002,2 Beds,2 Baths,1 Parking,N/A
Shelter Real Estate,Shelter Real Estate,"$1,500 pw","779 Brunswick Street,",FITZROY NORTH VIC 3068,4 Beds,2 Baths,1 Parking,N/A
Shelter Real Estate,Shelter Real Estate,$595 pw,"14/5 Ascot Street,",MALVERN VIC 3144,3 Beds,1 Bath,1 Parking,N/A
Daniel Hamilton,McGrath,$285 pw,"4/631 Punt Road,",SOUTH YARRA VIC 3141,− 0 Beds,1 Bath,− Parking,N/A
Leanne Stahmer,Haven Agents,$580 per week,"8/344 New Street,",BRIGHTON VIC 3186,2 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Barbara Thomas,Thomas Moreland Real Estate,$750,"C002/14 Little Miller Street,",BRUNSWICK EAST VIC 3057,2 Beds,1 Bath,− Parking,N/A
Barbara Thomas,Thomas Moreland Real Estate,$780,"C001/14 Little Miller Street,",BRUNSWICK EAST VIC 3057,2 Beds,1 Bath,− Parking,N/A
Georgie Sinclair,Real Property Agent Melbourne,LEASED,"10/87 Ross Street,",PORT MELBOURNE VIC 3207,1 Bed,1 Bath,1 Parking,N/A
Leasing Concierge,Gary Peer,$950 weekly,"5 Jean St,",MCKINNON VIC 3204,4 Beds,2 Baths,2 Parking,N/A
DIANA JURISIC,Ray White CRE,$690 per week,"29/190 Albert Street,",EAST MELBOURNE VIC 3002,2 Beds,2 Baths,1 Parking,N/A
Susan Holly,Holly and Williams,$525 per week NOT FURNISHED,"819/555 Flinders Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ysabella Dimitrakopoulos,BigginScott Richmond,$700 weekly,"15 Hunter St,",RICHMOND VIC 3121,3 Beds,1 Bath,− Parking,N/A
JORDAN PALMA,Ray White CRE,$825 per week,"1001/39 Queen Street,",MELBOURNE VIC 3000,3 Beds,1 Bath,− Parking,N/A
Tom Koller,Biggin & Scott Stonnington,$470 Per Week,"206/120 Greville Street,",PRAHRAN VIC 3181,1 Bed,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Matthew Swinnerton,Ray White Oakleigh,$650,"18 Patrick Street,",OAKLEIGH EAST VIC 3166,3 Beds,1 Bath,1 Parking,N/A
David Hua,Ray White Oakleigh,$850,"2403/545 Station Street,",BOX HILL VIC 3128,3 Beds,2 Baths,1 Parking,N/A
Leasing Team,Besser & Co. Estate Agents,$800 per week,"32 Horne Street,",ELSTERNWICK VIC 3185,4 Beds,1 Bath,1 Parking,N/A
Mina Boa,Dingle Partners,$675 pw,"3304/245 City Road,",SOUTHBANK VIC 3006,2 Beds,2 Baths,− Parking,N/A
Leasing Concierge,Gary Peer,$550 weekly,"2/52 Kooyong Road,",CAULFIELD NORTH VIC 3161,2 Beds,1 Bath,1 Parking,N/A
Tom Koller,Biggin & Scott Stonnington,"$1,100 Per Week","613/220 Commercial Road,",PRAHRAN VIC 3181,3 Beds,2 Baths,2 Parking,N/A
Amanda Hocking,Gary Peer,$525 weekly,"2/45 Bowen Street,",HUGHESDALE VIC 3166,2 Beds,1 Bath,1 Parking,N/A
Kim Te,Motion Property,$600 per week,"304/380 Bell Street,",PRESTON VIC 3072,2 Beds,2 Baths,1 Parking,N/A
Kim Te,Motion Property,$490 per week,"707/2 Joseph Road,",FOOTSCRAY VIC 3011,1 Bed,1 Bath,1 Parking,N/A
Daniel Hatchuel,Performance Asset Management Melbourne,$900 per week,"58 Argyle Street,",MOONEE PONDS VIC 3039,3 Beds,2 Baths,2 Parking,N/A
Michelle Murray,Buxton Real Estate Brighton,"$1,150.00","7B Denton Street,",BRIGHTON EAST VIC 3187,4 Beds,2 Baths,3 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Samridhi Munjal,Dingle Partners,$700 pw,"1004/22 Dorcas Street,",SOUTHBANK VIC 3006,2 Beds,2 Baths,1 Parking,N/A
Stephanie Pascoe,Hodges Real Estate Sandringham,$550.00,"2/5 Addison Street,",ELWOOD VIC 3184,2 Beds,1 Bath,1 Parking,N/A
Michelle Murray,Buxton Real Estate Brighton,$890.00,"7 Waterloo Street,",BRIGHTON VIC 3186,3 Beds,2 Baths,− Parking,N/A
Kavinda Kudage Don,Linage,$480 per week ($2086 pcm),"20 Belleville Close,",BURNSIDE HEIGHTS VIC 3023,3 Beds,2 Baths,2 Parking,N/A
Jonathan Boon,Kay & Burton Stonnington,$430 Per Week,"35 Isparta Mews,",ROXBURGH PARK VIC 3064,2 Beds,1 Bath,1 Parking,N/A
Preet Sandhu,BigginScott Richmond,$550 weekly,"6/175 George Street,",EAST MELBOURNE VIC 3002,1 Bed,1 Bath,− Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kim Te,Motion Property,$590 per week,"1404/2 Joseph Road,",FOOTSCRAY VIC 3011,2 Beds,2 Baths,1 Parking,N/A
Michelle Murray,Buxton Real Estate Brighton,"$2,150.00","8A Campbell Street,",BRIGHTON VIC 3186,4 Beds,2 Baths,3 Parking,N/A
Kerttu  Luik,Buxton St Kilda,$530.00,"4/72 Westbury Street,",ST KILDA EAST VIC 3183,2 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Christian Neofotistos,Ray White Brunswick,$400,"6/86 Stafford,",ABBOTSFORD VIC 3067,1 Bed,1 Bath,1 Parking,N/A
George Laliotis,MPC Moss Property Consultants,$720 per week,"3/310-312 Bridge Road,",RICHMOND VIC 3121,2 Beds,1 Bath,1 Parking,N/A
Ben McDonald,Buxton Real Estate Brighton,$525.00,"10/24 Scott Street,",ELWOOD VIC 3184,1 Bed,1 Bath,1 Parking,N/A
Jack Alexander,Marshall White Port Phillip,"$1,500.00","17 Earlsfield Road,",HAMPTON VIC 3188,4 Beds,2 Baths,2 Parking,N/A
McGrath St Kilda,N/A,$1800 pw,"13 Empress Road,",ST KILDA EAST VIC 3183,6 Beds,3 Baths,1 Parking,N/A
Cameron  Gibson,Buxton Stonnington,$435.00,"3/K3 Union Street,",MELBOURNE VIC 3004,1 Bed,1 Bath,1 Parking,N/A
Kavinda Kudage Don,Linage,$510 per week ($2216 pcm),"12 Eagle Road,",ARMSTRONG CREEK VIC 3217,4 Beds,2 Baths,2 Parking,N/A
Ben McDonald,Buxton Real Estate Brighton,$725.00,"10/373 South Road,",BRIGHTON EAST VIC 3187,2 Beds,1 Bath,1 Parking,N/A
Ben McDonald,Buxton Real Estate Brighton,$850.00,"9 Clapperton Street,",BENTLEIGH VIC 3204,3 Beds,1 Bath,2 Parking,N/A
